vendor_id,vendor_name,industry,location,contact_person,quality_score,delivery_score,price_competitiveness,financial_rating,compliance_score,past_disputes,years_in_business,number_of_employees,annual_turnover_cr,certifications,payment_terms,registration_date,last_evaluation_date,blacklisted,overall_score,risk_category
VEN00119,Excellence Services & Sons,Automotive Components,Ludhiana,Suresh Chopra,29.86,40.45,46.84,30.79,18.19,13,8,37,15.19,None,"Advance 20%, Balance 80%",2019-09-06,2025-02-14,No,30.817500000000006,High Risk
VEN00120,Bhubaneswar Projects & Associates,Scaffolding,Warangal,Arjun Nair,23.04,41.79,16.75,39.11,36.08,16,10,26,9.65,None,Net 30 days,2023-08-14,2025-03-17,No,29.0645,High Risk
VEN00121,Velocity Fabricators & Partners,Landscaping,Coimbatore,Suresh Mishra,89.26,89.72,81.52,94.63,82.79,0,18,427,198.95,"ISO 9001, OHSAS 18001",Progress Payment,2011-10-25,2025-09-05,No,83.83149999999999,Medium Risk
VEN00122,Nexus Constructions 461 Limited,Carpentry & Woodwork,Durgapur,Gaurav Shankar,89.93,94.19,95.11,92.92,95.14,2,6,849,196.69,"ISO 9001, OHSAS 18001","Advance 20%, Balance 80%",2022-06-04,2025-02-06,No,88.34200000000001,Low Risk
VEN00123,Stellar Enterprises & Sons,Petroleum Infrastructure,Salem,Naveen Pandey,66.45,55.86,56.84,56.52,60.27,4,12,197,22.72,None,Net 45 days,2017-03-23,2025-05-08,No,56.455000000000005,High Risk
VEN00124,Vertex Solutions & Partners,Heavy Equipment,Ulhasnagar,Naveen Kapoor,74.04,84.52,80.95,84.89,86.27,3,5,69,83.37,ISO 14001,Net 90 days,2023-02-07,2025-01-08,No,77.325,Medium Risk
VEN00125,Matrix Fabricators & Partners,Agricultural Machinery,Lucknow,Amit Malhotra,79.45,73.54,78.17,82.73,83.1,4,17,48,61.54,ISO 14001,Net 30 days,2017-09-16,2025-03-06,No,75.10700000000001,Medium Risk
VEN00126,Gamma Technologies & Associates,Roofing,Jamnagar,Vijay Reddy,34.92,49.31,30.7,49.38,31.43,12,7,42,14.09,None,Net 45 days,2019-02-04,2025-01-19,No,37.18750000000001,High Risk
VEN00127,Rajkot Imports LLP,Pharmaceutical Infrastructure,Ahmedabad,Nitin Kapoor,79.72,85.81,79.17,78.82,88.27,5,27,295,111.02,ISO 9001,Net 45 days,2023-04-12,2025-07-20,No,77.722,Medium Risk
VEN00128,Aurangabad Industries & Sons,Pipeline Installation,Aurangabad,Vishal Iyer,85.9,81.86,77.06,88.57,88.16,3,17,1635,175.2,ISO 9001,Net 30 days,2014-12-28,2025-06-24,No,80.194,Medium Risk
VEN00129,Velocity Associates & Sons,Steel & Metal Fabrication,Surat,Vishal Mehta,55.55,51.42,50.48,56.81,46.81,9,26,26,17.99,None,Progress Payment,2023-10-07,2025-11-15,No,49.67700000000001,High Risk
VEN00130,Sri Enterprises Ltd,Mechanical Engineering,Mumbai,Gaurav Mehta,48.74,31.33,48.51,48.58,25.08,16,9,10,8.07,None,Net 90 days,2018-08-30,2025-09-15,No,38.4055,High Risk
VEN00131,Velocity Jammu Traders LLP,Marine Engineering,Tiruppur,Manoj Mishra,87.91,93.07,92.33,91.58,87.21,1,27,346,494.67,ISO 9001,Letter of Credit,2008-10-02,2025-10-24,No,85.78849999999998,Low Risk
VEN00132,National Engineering & Sons,Mining Equipment,Coimbatore,Deepak Shankar,63.21,80.4,63.4,71.15,60.71,5,6,132,41.61,None,Net 45 days,2023-07-20,2025-01-21,No,64.479,High Risk
VEN00133,Titan Creations 89 & Partners,Food Processing,Nagpur,Deepak Singh,74.64,61.67,58.17,60.92,57.06,10,20,173,74.91,None,Net 60 days,2019-07-19,2025-11-25,No,59.96249999999999,High Risk
VEN00134,Noida Consultants Inc,Elevators & Lifts,Faridabad,Vishal Reddy,76.85,65.76,68.69,65.79,73.73,0,17,23,98.82,ISO 9001,"Advance 20%, Balance 80%",2013-03-10,2025-05-07,No,66.88550000000001,High Risk
VEN00135,Jalgaon Corporation Private Limited,Building Materials,Bangalore,Anil Kumar,68.53,80.19,75.66,77.61,75.57,3,14,199,46.2,ISO 14001,Net 60 days,2013-11-17,2025-01-27,No,71.22699999999999,High Risk
VEN00136,Star Infrastructure Inc,Telecommunication,Rajkot,Arjun Kapoor,87.42,85.61,85.5,80.17,82.21,1,2,600,88.8,ISO 9001,Progress Payment,2024-03-25,2025-11-10,No,80.11750000000002,Medium Risk
VEN00137,Bhopal Constructions Ltd,Plumbing & Sanitation,Jammu,Rajesh Verma,80.13,85.01,76.0,77.8,83.85,2,24,50,79.43,ISO 14001,Net 60 days,2013-09-26,2025-03-15,No,76.47200000000001,Medium Risk
VEN00138,Delta Associates Inc,Electrical Works,Chandigarh,Vikram Iyer,34.95,49.73,52.63,47.35,33.94,21,1,7,17.32,None,Net 90 days,2025-12-02,2025-08-05,No,40.089000000000006,High Risk
VEN00139,Agra Platforms Pvt Ltd,Power Transmission,Firozabad,Ankit Malhotra,84.35,77.17,74.07,78.79,80.86,0,6,557,411.95,"ISO 9001, ISO 14001",Letter of Credit,2025-03-01,2025-04-14,No,75.519,Medium Risk
VEN00140,Sun Kanpur Holdings & Partners,Port Development,Delhi,Rohan Mehta,89.82,81.86,83.88,93.53,93.95,0,24,1944,295.95,"ISO 9001, OHSAS 18001",Net 60 days,2024-11-12,2025-08-11,No,84.2075,Medium Risk
VEN00141,Moon Constructions & Associates,Steel & Metal Fabrication,Tirunelveli,Mukesh Singh,87.48,96.14,96.32,83.04,85.24,0,30,574,453.78,"ISO 9001, ISO 14001","Advance 20%, Balance 80%",2022-02-16,2025-02-14,No,84.94,Medium Risk
VEN00142,Akola Imports & Associates,Paints & Coatings,Jaipur,Vikram Desai,57.66,68.85,70.35,59.69,68.47,7,11,135,34.48,None,Letter of Credit,2025-02-06,2025-08-27,No,60.596,High Risk
VEN00143,Royal Enterprises Ltd,Building Materials,Bhubaneswar,Sumit Rao,89.94,77.83,79.44,78.74,76.42,1,26,1505,186.9,"ISO 9001, ISO 14001",Net 30 days,2016-04-17,2025-06-24,No,77.128,Medium Risk
VEN00144,Kota Developers Inc,Paints & Coatings,Pune,Mukesh Joshi,71.48,69.53,63.55,63.44,54.33,3,26,55,20.93,None,Net 45 days,2023-03-04,2025-08-17,No,61.996,High Risk
VEN00145,Paramount Creations Private Limited,Marine Engineering,Amritsar,Anil Kumar,28.14,33.04,11.52,34.18,33.02,8,2,34,1.96,None,Net 30 days,2024-04-30,2025-05-01,No,26.76,High Risk
VEN00146,Quantum Ventures Ltd,Chemical Engineering,Nashik,Ramesh Joshi,78.91,78.95,79.44,77.06,83.21,3,2,42,35.18,None,Letter of Credit,2024-06-18,2025-08-03,No,75.17699999999999,Medium Risk
VEN00147,Summit Exports & Sons,Interior Design,Bhiwandi,Abhishek Nair,46.87,41.86,45.2,42.8,59.04,13,2,35,11.06,None,Net 30 days,2024-04-19,2025-08-11,No,43.63550000000001,High Risk
VEN00148,Ujjain Services & Co,Tunnel Construction,Bhilai,Vikram Malhotra,71.53,82.46,83.59,67.23,68.49,2,26,198,42.29,None,"Advance 20%, Balance 80%",2024-09-02,2025-06-11,No,70.5325,High Risk
VEN00149,Nellore Technologies & Partners,Civil Engineering,Cuttack,Mukesh Verma,71.99,71.76,76.69,68.27,82.95,1,26,53,40.67,None,Net 45 days,2011-06-04,2025-11-08,No,69.89949999999999,High Risk
VEN00150,Maheshtala Enterprises Inc,Automotive Components,Chandigarh,Anil Nair,70.99,66.0,65.72,78.79,73.92,8,26,183,96.46,ISO 14001,"Advance 20%, Balance 80%",2018-02-14,2025-02-24,No,67.2515,High Risk
VEN00151,Pinnacle Loni Systems Ltd,Tunnel Construction,Solapur,Mukesh Tiwari,66.36,70.76,70.76,59.61,71.67,2,6,174,38.64,ISO 14001,Net 30 days,2023-06-18,2025-01-15,No,63.92850000000001,High Risk
VEN00152,Royal Engineering Private Limited,Mechanical Engineering,Gwalior,Kiran Sinha,46.7,45.02,50.97,40.4,36.05,12,23,9,7.66,None,Net 90 days,2021-02-02,2025-12-08,No,41.211999999999996,High Risk
VEN00153,Velocity Ventures 505 Ltd,Marine Engineering,Solapur,Nitin Kapoor,91.22,87.85,90.74,82.21,85.82,0,10,141,193.42,ISO 9001,Net 30 days,2021-09-23,2025-09-17,No,83.301,Medium Risk
VEN00154,Moon Consultants Limited,Waste Management,Bhiwandi,Amit Desai,52.49,34.91,33.57,36.07,35.69,22,24,39,6.04,None,Net 90 days,2013-04-23,2025-07-09,No,36.607499999999995,High Risk
VEN00155,Royal Builders & Sons,HVAC Systems,Kanpur,Dinesh Pandey,58.66,60.86,69.49,76.27,66.2,3,10,121,52.39,None,Progress Payment,2018-07-11,2025-07-26,No,62.2945,High Risk
VEN00156,Elite Projects & Associates,Airport Construction,Bhubaneswar,Suresh Joshi,84.08,79.72,73.11,81.83,72.23,5,12,158,47.26,ISO 9001,Net 90 days,2024-07-27,2025-05-24,No,74.881,High Risk
VEN00157,Nova Networks LLP,Chemical Engineering,Lucknow,Vishal Mishra,95.88,96.43,100.0,92.19,100.0,1,6,442,487.47,ISO 9001,Net 45 days,2021-01-20,2025-08-27,No,91.644,Low Risk
VEN00158,Sun Ambattur Platforms Private Limited,Tunnel Construction,Kanpur,Sachin Kapoor,75.98,78.9,85.54,84.15,81.53,4,26,127,20.13,ISO 14001,Letter of Credit,2021-06-11,2025-10-15,No,76.4655,Medium Risk
VEN00159,Quality Contractors Inc,Wind Energy,Raipur,Ankit Joshi,83.54,74.4,78.2,76.1,83.54,5,13,179,228.11,"ISO 9001, ISO 14001",Net 60 days,2024-10-31,2025-04-09,No,74.99600000000001,High Risk
VEN00160,Moon Imports & Co,Waterproofing,Jabalpur,Ramesh Iyer,64.35,46.48,48.22,58.86,59.59,15,9,31,12.49,None,Net 45 days,2024-12-08,2025-09-03,No,52.57699999999999,High Risk
VEN00161,Momentum Corporation 841 Inc,Elevators & Lifts,Ahmedabad,Kiran Patel,76.27,87.72,88.16,74.56,77.18,1,27,218,162.27,"ISO 9001, ISO 14001",Letter of Credit,2017-01-02,2025-07-21,No,76.2745,Medium Risk
VEN00162,Alpha Developers Private Limited,Water Treatment,Srinagar,Rohan Iyer,69.9,64.22,59.48,55.76,70.38,3,10,27,44.79,None,Progress Payment,2019-07-10,2025-08-21,No,60.800000000000004,High Risk
VEN00163,Siliguri Technologies & Co,Carpentry & Woodwork,Jamnagar,Ankit Agarwal,100.0,92.89,100.0,99.28,98.81,0,8,616,323.75,"ISO 9001, ISO 14001, OHSAS 18001",Letter of Credit,2022-11-07,2025-05-06,No,93.2555,Low Risk
VEN00164,Premier Dhanbad Technologies & Partners,Solar Energy,Coimbatore,Vishal Chopra,84.76,87.65,80.15,84.52,83.91,2,22,321,266.78,ISO 9001,Progress Payment,2018-08-24,2025-07-20,No,80.13300000000001,Medium Risk
VEN00165,Apex Vadodara Group LLP,Marine Engineering,Ahmedabad,Vishal Pandey,69.37,76.92,73.69,83.47,75.43,5,2,169,73.73,ISO 14001,Progress Payment,2025-05-28,2025-06-16,No,71.5385,High Risk
VEN00166,Jhansi Holdings & Partners,HVAC Systems,Loni,Nitin Agarwal,79.9,78.31,74.08,76.91,81.23,5,26,163,78.66,ISO 14001,Net 45 days,2010-11-18,2025-01-07,No,74.0655,High Risk
VEN00167,Pinnacle Malegaon Logistics & Co,Mechanical Engineering,Aligarh,Ajay Nair,84.74,78.65,84.98,80.45,86.23,0,16,69,55.04,ISO 9001,Letter of Credit,2019-03-31,2025-05-11,No,78.6865,Medium Risk
VEN00168,Pimpri-Chinchwad Technologies & Sons,Gas Distribution,Bareilly,Sumit Gupta,89.48,84.82,87.12,79.85,87.17,0,15,660,144.22,"ISO 9001, ISO 14001",Net 90 days,2023-12-18,2025-10-03,No,81.4475,Medium Risk
VEN00169,Nexus Ventures & Partners,Railway Infrastructure,Chennai,Prakash Tiwari,72.35,80.53,70.25,78.03,77.22,1,8,197,88.93,None,"Advance 20%, Balance 80%",2024-10-14,2025-05-26,No,71.87,High Risk
VEN00170,Supreme Surat Imports Pvt Ltd,Water Treatment,Coimbatore,Dinesh Khanna,65.11,76.11,78.26,65.2,76.38,7,25,68,24.84,ISO 14001,Net 45 days,2007-11-04,2025-11-29,No,67.38550000000001,High Risk
VEN00171,Kalyan-Dombivali Manufacturers Pvt Ltd,Carpentry & Woodwork,Durgapur,Kiran Singh,76.71,90.13,80.2,84.66,76.88,0,22,321,344.11,ISO 14001,Net 30 days,2016-08-03,2025-04-25,No,77.69749999999999,Medium Risk
VEN00172,Sigma Jammu Industries LLP,Road Construction,Ulhasnagar,Rajesh Reddy,76.74,78.38,79.63,75.11,82.79,4,24,178,20.6,None,Letter of Credit,2017-01-10,2025-01-31,No,74.04599999999999,High Risk
VEN00173,Beta Meerut Projects & Associates,Plumbing & Sanitation,Howrah,Kiran Sharma,76.51,72.36,67.44,63.0,64.53,0,27,166,70.21,None,Progress Payment,2021-11-24,2025-03-22,No,65.995,High Risk
VEN00174,Metro Innovations LLP,Food Processing,Salem,Dinesh Joshi,71.19,69.03,73.05,81.22,73.4,5,4,44,86.61,ISO 14001,Progress Payment,2025-11-19,2025-09-29,No,69.565,High Risk
VEN00175,Jodhpur Projects & Partners,Steel & Metal Fabrication,Kolhapur,Ramesh Tiwari,94.98,97.16,100.0,95.87,97.01,1,26,963,341.98,"ISO 9001, OHSAS 18001",Net 90 days,2023-04-23,2025-09-18,No,91.85250000000002,Low Risk
VEN00176,Nova Creations & Partners,Marine Engineering,Solapur,Nitin Bhatia,100.0,100.0,93.15,100.0,92.97,1,15,194,78.5,"ISO 9001, OHSAS 18001","Advance 20%, Balance 80%",2014-03-02,2025-02-16,No,92.868,Low Risk
VEN00177,Loni Logistics & Sons,Heavy Equipment,Noida,Rahul Desai,60.4,67.01,61.18,70.26,64.65,2,1,184,94.09,None,Letter of Credit,2025-03-25,2025-04-12,No,61.3285,High Risk
VEN00178,Jaipur Traders & Partners,Cement & Concrete,Vijayawada,Vijay Rao,12.64,25.26,18.05,13.01,19.73,23,15,10,17.28,None,Progress Payment,2015-11-29,2025-06-30,Yes,15.330999999999998,High Risk
VEN00179,National Developers & Associates,Aerospace Engineering,Chennai,Rajesh Patel,76.24,81.29,74.73,76.58,72.61,2,12,33,83.49,ISO 9001,Net 90 days,2015-04-30,2025-06-05,No,72.635,High Risk
VEN00180,National Traders LLP,Cement & Concrete,Mumbai,Ajay Nair,69.34,73.94,77.54,64.42,66.79,1,27,124,19.63,None,Letter of Credit,2017-02-24,2025-09-03,No,66.60650000000001,High Risk
VEN00181,Zenith Associates 111 LLP,Roofing,Gaya,Ankit Sharma,58.04,62.44,54.72,59.71,66.86,4,16,5,11.08,None,Letter of Credit,2024-11-06,2025-02-28,No,56.97699999999999,High Risk
VEN00182,Alpha Traders Ltd,Glass & Glazing,Agra,Deepak Singh,89.53,83.47,81.56,91.08,90.06,1,9,914,483.62,ISO 9001,"Advance 20%, Balance 80%",2024-06-10,2025-09-29,No,82.9855,Medium Risk
VEN00183,Fusion Firozabad Logistics & Sons,Tunnel Construction,Erode,Ravi Mehta,87.99,91.74,79.12,88.37,92.6,0,17,1211,362.44,ISO 9001,Progress Payment,2015-03-01,2025-02-13,No,83.7775,Medium Risk
VEN00184,Quantum Manufacturers Inc,Agricultural Machinery,Tiruppur,Rajesh Agarwal,73.18,73.24,76.6,84.9,88.07,5,9,399,427.72,ISO 14001,"Advance 20%, Balance 80%",2022-08-18,2025-08-26,No,74.37349999999999,High Risk
VEN00185,Galaxy Imports & Partners,Mechanical Engineering,Indore,Sanjay Tiwari,65.66,71.38,69.37,69.3,56.38,8,13,126,96.1,None,Net 30 days,2018-12-04,2025-03-01,No,63.0135,High Risk
VEN00186,Apex Kolhapur Logistics & Partners,Solar Energy,Vasai-Virar,Rohan Chopra,73.97,77.73,64.33,62.0,72.1,4,6,151,20.74,None,Net 45 days,2022-10-22,2025-02-27,No,66.703,High Risk
VEN00187,Dehradun Logistics & Co,Airport Construction,Mumbai,Ajay Khanna,55.24,58.62,53.18,70.81,64.48,6,16,166,59.51,None,Net 45 days,2024-04-20,2025-06-29,No,57.045,High Risk
VEN00188,Noida Infrastructure Inc,Cement & Concrete,Ghaziabad,Ankit Kapoor,55.71,55.55,57.92,58.5,55.66,10,16,163,84.13,None,Progress Payment,2011-05-17,2025-12-04,No,53.2745,High Risk
VEN00189,Optimal Srinagar Networks Limited,Heavy Equipment,Kolhapur,Vijay Sharma,72.81,73.39,62.21,65.3,60.15,10,27,115,56.29,None,Net 30 days,2003-02-12,2025-04-24,No,63.7945,High Risk
VEN00190,Orion Faridabad Engineering Inc,Plumbing & Sanitation,Lucknow,Rahul Verma,35.69,38.5,26.02,38.58,26.09,18,27,11,4.91,None,Progress Payment,2006-06-01,2025-01-11,No,31.255000000000003,High Risk
VEN00191,Hyderabad Associates & Sons,Electrical Works,Chennai,Manoj Patel,98.52,98.69,95.22,95.53,96.82,2,13,986,192.38,ISO 9001,Progress Payment,2024-07-08,2025-02-12,No,92.18,Low Risk
VEN00192,Galaxy Platforms Inc,Building Materials,Indore,Dinesh Pandey,80.46,75.21,74.53,78.78,75.79,4,8,54,77.21,"ISO 9001, ISO 14001",Net 60 days,2022-08-18,2025-01-18,No,73.261,High Risk
VEN00193,Shree Firozabad Logistics Inc,Cement & Concrete,Patna,Sandeep Sharma,96.34,100.0,94.01,98.45,100.0,1,7,945,457.53,ISO 9001,Net 45 days,2023-02-07,2025-08-31,No,92.82650000000001,Low Risk
VEN00194,Precision Platforms Inc,Heavy Equipment,Warangal,Anil Reddy,57.46,65.12,72.54,60.65,66.94,5,4,92,65.76,None,Net 90 days,2024-11-07,2025-06-29,No,60.191,High Risk
VEN00195,Titan Ujjain Contractors Limited,Waterproofing,Vadodara,Rohan Rao,38.72,50.06,48.3,46.58,37.84,16,5,48,14.93,None,Net 60 days,2023-04-01,2025-04-16,No,41.129000000000005,High Risk
VEN00196,Delta Firozabad Enterprises Ltd,Tile & Marble,Gulbarga,Manoj Joshi,43.59,36.98,51.93,32.5,32.47,5,28,37,13.0,None,Letter of Credit,1999-11-02,2025-02-15,No,37.2035,High Risk
VEN00197,Chennai Holdings & Co,Gas Distribution,Cuttack,Nikhil Sinha,59.59,70.56,69.79,60.94,64.42,10,3,121,42.75,None,Progress Payment,2025-11-17,2025-08-08,No,60.82900000000001,High Risk
VEN00198,Gaya Group Ltd,Airport Construction,Bhubaneswar,Kiran Verma,75.37,60.85,72.56,76.7,58.73,9,8,36,33.79,None,Letter of Credit,2018-06-10,2025-08-25,No,65.596,High Risk
VEN00199,Summit Guntur Platforms & Partners,Solar Energy,Kolkata,Suresh Sinha,85.19,90.13,90.21,81.07,85.56,1,13,1438,220.33,"ISO 9001, ISO 14001",Net 90 days,2024-03-11,2025-03-19,No,81.853,Medium Risk
VEN00200,Noida Developers & Sons,Glass & Glazing,Raipur,Abhishek Iyer,49.29,38.68,33.65,40.47,34.86,9,6,15,7.88,None,Letter of Credit,2024-08-11,2025-08-13,No,37.979,High Risk
VEN00201,Velocity Thane Corporation & Partners,Tunnel Construction,Bhiwandi,Ravi Chopra,79.03,79.36,87.84,81.25,88.74,0,29,1272,116.09,ISO 14001,Progress Payment,2007-10-02,2025-02-05,No,78.36649999999999,Medium Risk
VEN00202,Velocity Manufacturers & Co,Foundation Engineering,Lucknow,Ravi Khanna,66.23,60.99,64.82,59.45,68.25,4,20,188,55.97,None,"Advance 20%, Balance 80%",2022-03-06,2025-06-16,No,60.40599999999999,High Risk
VEN00203,Pinnacle Developers & Associates,Petroleum Infrastructure,Visakhapatnam,Rahul Kumar,87.1,85.75,81.43,80.58,86.65,2,20,179,444.99,"ISO 9001, ISO 14001","Advance 20%, Balance 80%",2011-02-24,2025-10-03,No,80.153,Medium Risk
VEN00204,Excellence Creations & Associates,HVAC Systems,Noida,Ankit Nair,51.55,63.78,52.83,59.7,49.67,23,4,32,3.54,None,"Advance 20%, Balance 80%",2023-04-06,2025-08-11,No,51.808499999999995,High Risk
VEN00205,Metro Technologies 809 Pvt Ltd,Glass & Glazing,Mumbai,Sandeep Agarwal,98.42,94.7,95.17,93.09,98.06,1,9,1850,291.25,"ISO 9001, ISO 14001, OHSAS 18001","Advance 20%, Balance 80%",2021-06-25,2025-08-26,No,91.09750000000001,Low Risk
VEN00206,Elite Projects Inc,Carpentry & Woodwork,Dhanbad,Mukesh Chopra,88.65,90.56,87.43,88.84,84.02,5,6,305,146.51,ISO 9001,Progress Payment,2025-05-09,2025-09-17,No,83.51,Medium Risk
VEN00207,India Imports Ltd,Construction & Infrastructure,Guntur,Gaurav Patel,88.02,87.6,91.06,97.06,93.36,2,10,1557,483.59,ISO 14001,Net 45 days,2020-05-24,2025-04-28,No,86.50000000000001,Low Risk
VEN00208,Apex Chennai Exports Limited,HVAC Systems,Amravati,Sanjay Bhatia,71.33,67.51,70.02,83.45,79.98,2,22,121,46.49,None,"Advance 20%, Balance 80%",2025-08-05,2025-11-03,No,70.42450000000001,High Risk
VEN00209,Velocity Kochi Platforms Limited,Carpentry & Woodwork,Raipur,Nitin Joshi,87.76,86.95,80.56,83.28,88.58,2,3,1130,182.41,"ISO 9001, ISO 14001, OHSAS 18001","Advance 20%, Balance 80%",2024-07-14,2025-04-26,No,81.257,Medium Risk
VEN00210,Excellence Services 470 & Sons,Waste Management,Jhansi,Sumit Chopra,43.35,46.34,56.09,42.45,53.99,15,14,27,10.81,None,Net 60 days,2025-09-20,2025-07-27,No,44.3575,High Risk
VEN00211,Nexus Creations & Sons,Gas Distribution,Jaipur,Naveen Iyer,79.24,72.98,82.0,84.94,73.1,5,7,80,76.19,ISO 9001,Net 60 days,2023-08-31,2025-08-03,No,74.40899999999999,High Risk
VEN00212,Maheshtala Enterprises Private Limited,Paints & Coatings,Lucknow,Abhishek Bhatia,100.0,100.0,97.28,96.73,100.0,2,28,662,270.86,"ISO 9001, ISO 14001",Net 30 days,2015-12-23,2025-02-16,No,93.83800000000001,Low Risk
VEN00213,Sigma Holdings Pvt Ltd,Solar Energy,Mysore,Naveen Khanna,32.07,38.94,18.62,24.59,35.7,15,12,44,17.37,None,Net 45 days,2021-09-27,2025-03-03,No,28.1215,High Risk
VEN00214,Sigma Nanded Engineering & Sons,Carpentry & Woodwork,Nashik,Abhishek Desai,82.77,90.48,81.28,79.69,78.91,4,22,568,416.39,"ISO 9001, ISO 14001",Net 45 days,2013-06-25,2025-05-01,No,78.55499999999999,Medium Risk
VEN00215,Tirunelveli Industries & Partners,Chemical Engineering,Delhi,Naveen Desai,94.53,89.21,92.47,93.5,85.74,2,28,1262,71.47,None,Net 30 days,2014-07-13,2025-04-09,No,86.80600000000001,Low Risk
VEN00216,Momentum Engineering & Co,Gas Distribution,Kochi,Ashok Nair,94.89,95.84,88.2,91.97,92.7,0,25,682,209.8,"ISO 9001, OHSAS 18001",Net 60 days,2022-06-03,2025-05-27,No,88.41950000000001,Low Risk
VEN00217,Atlas Industries Ltd,Mining Equipment,Madurai,Ankit Sinha,73.81,57.25,62.54,61.94,68.73,6,20,185,45.59,None,"Advance 20%, Balance 80%",2015-12-17,2025-06-06,No,61.681000000000004,High Risk
VEN00218,Matrix Solutions 129 Ltd,Building Materials,Ambattur,Vijay Pandey,89.41,80.78,83.77,78.94,92.4,1,18,210,61.86,"ISO 9001, ISO 14001",Net 30 days,2020-01-19,2025-01-26,No,80.672,Medium Risk
VEN00219,Star Services 454 LLP,Landscaping,Ajmer,Deepak Gupta,53.09,59.53,70.69,69.67,61.73,10,30,89,59.37,None,"Advance 20%, Balance 80%",2019-11-17,2025-03-07,No,58.4755,High Risk
VEN00220,Atlas Manufacturers Limited,Agricultural Machinery,Akola,Mukesh Nair,71.61,75.11,76.78,72.67,70.35,4,27,54,40.95,None,Net 90 days,2025-07-25,2025-04-01,No,69.328,High Risk
VEN00221,Shree Udaipur Ventures & Co,Airport Construction,Asansol,Sanjay Kumar,70.28,61.38,57.64,66.94,65.56,8,8,87,17.13,None,Letter of Credit,2018-12-04,2025-08-08,No,61.314,High Risk
VEN00222,City Jamnagar Manufacturers Inc,Civil Engineering,Navi Mumbai,Ankit Mehta,38.42,46.75,46.29,38.0,46.41,11,11,6,3.89,None,Net 45 days,2015-01-24,2025-03-10,No,39.910000000000004,High Risk
VEN00223,City Suppliers Ltd,Industrial Automation,Erode,Mohit Tiwari,86.05,88.07,90.1,93.76,90.89,1,15,1527,406.14,"ISO 9001, ISO 14001, OHSAS 18001",Net 90 days,2024-09-05,2025-07-25,No,84.977,Medium Risk
VEN00224,Gamma Corporation Ltd,Food Processing,Faridabad,Ashok Shankar,67.07,56.69,67.13,60.57,66.46,2,7,137,76.18,None,Net 45 days,2024-11-19,2025-03-17,No,60.158,High Risk
VEN00225,Summit Creations 163 & Co,Interior Design,Ajmer,Suresh Tiwari,43.98,53.22,42.67,59.2,58.63,11,4,20,13.03,None,Letter of Credit,2024-02-13,2025-12-01,No,48.124,High Risk
VEN00226,Stellar Bhopal Developers LLP,Building Materials,Delhi,Suresh Chopra,68.58,64.08,58.44,59.81,58.48,7,30,180,15.4,None,Progress Payment,2009-12-28,2025-01-12,No,59.111,High Risk
VEN00227,Prime Corporation LLP,Landscaping,Gwalior,Nitin Khanna,57.85,64.79,55.31,51.09,64.43,10,10,158,72.73,None,"Advance 20%, Balance 80%",2023-10-23,2025-02-21,No,55.099500000000006,High Risk
VEN00228,Sun Ambattur Associates & Co,Waste Management,Asansol,Kiran Patel,72.68,67.12,65.37,71.81,66.41,4,29,24,65.78,None,Net 60 days,2009-08-09,2025-01-25,No,65.523,High Risk
VEN00229,Pegasus Holdings & Associates,Airport Construction,Faridabad,Abhishek Kapoor,77.52,76.12,72.5,81.51,71.66,1,6,28,28.19,ISO 9001,"Advance 20%, Balance 80%",2021-07-31,2025-04-02,No,72.48,High Risk
VEN00230,Om Chandigarh Services Limited,Wind Energy,Erode,Anil Kumar,43.76,53.32,33.88,51.19,33.42,22,24,31,16.62,None,Progress Payment,2023-04-28,2025-01-27,No,40.836999999999996,High Risk
VEN00231,Star Infrastructure LLP,Textile Machinery,Noida,Rahul Singh,61.23,67.97,62.42,69.95,61.02,10,14,47,78.97,None,Net 90 days,2013-01-02,2025-06-08,No,60.9075,High Risk
